stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
346,Jason,Hanson,Male,2.627272,92,3/1/1978 0:00,CARMEN
347,Kyle,Banks,Male,2.128571,102,3/2/1977 0:00,TALISAY CITY
348,Micheal,Thompson,Male,2.207142,88,2/26/1977 0:00,CEBU CITY
349,Corey,Grant,Female,2.022727,97,12/28/1977 0:00,MANDAUE CITY
350,Roxie,Cain,Male,2.314285,83,1/20/1978 0:00,SIBONGA
351,Carlos,Webb,Male,2.641176,83,3/4/1976 0:00,Minglanilla
352,Dean,Richardson,Female,2.342857,80,4/2/1976 0:00,"CORDOVA,"
353,Bill,Daniels,Male,2.122222,92,6/23/1977 0:00,TOLEDO CITY
354,Luella,Padilla,Female,1.327272,102,12/4/1975 0:00,MINGLANILLA
355,Rose,Barnes,Female,1.521428,95,5/15/1976 0:00,SAN FRANCISCO
356,Winifred,Torres,Female,1.742857,104,1/29/1977 0:00,CEBU CITY
357,Elnora,Wise,Female,1.464285,106,11/8/1970 0:00,"CEBU CITY,"
358,Mollie,Marsh,Female,1.353846,98,3/16/1977 0:00,CONSOLACION
359,Francisco,West,Female,2.235714,96,3/2/1977 0:00,TOLEDO CITY
360,Mathilda,Mullins,Male,2.53125,92,9/1/1973 0:00,MINGLANILLA
361,Manuel,Mullins,Female,1.778571,106,8/9/1978 0:00,CEBU CITY
362,Nancy,Richardson,Male,2.315789,96,5/21/1972 0:00,MANDAUE CITY
363,Elsie,Henry,Female,2.123529,92,7/10/1977 0:00,SAN FERNANDO
364,Keith,Montgomery,Male,1.970588,89,12/31/1977 0:00,SAN FERNANDO
365,Ernest,Wilkins,Female,2.082352,98,4/25/1976 0:00,TOLEDO CITY
366,Jane,Strickland,Male,1.629411,105,1/20/1978 0:00,DANAO CITY
367,Gene,Salazar,Male,2.207142,97,6/25/1977 0:00,SAN FERNANDO
368,Milton,Rodriguez,Male,1.821428,108,1/27/1977 0:00,KANANGA
369,Rosalie,Rivera,Male,2.185714,92,2/27/1971 0:00,BANTAYAN
370,Erik,Lopez,Male,2.507142,89,11/22/1978 0:00,LAPU-LAPU CITY
371,Augusta,Scott,Female,1.858333,104,6/1/1978 0:00,MANDAUE CITY
372,Johanna,Cohen,Male,2.666666,85,12/16/1978 0:00,CEBU CITY
373,Derrick,Wilkerson,Female,2.257142,91,11/6/1976 0:00,BANTAYAN
374,Elnora,Young,Male,1.681818,107,11/15/1978 0:00,CEBU CITY
375,Jon,Harper,Female,2.2375,86,10/14/1978 0:00,LAPU-LAPU CITY
376,Johnny,Lambert,Male,1.728571,100,7/9/1978 0:00,CONSOLACION
377,Alejandro,Garza,Female,2.147058,94,12/1/1977 0:00,LAPU-LAPU CITY
378,Eleanor,Payne,Male,2.216666,107,9/26/1978 0:00,DIPOLOG CITY
379,Rosalie,Armstrong,Female,1.808333,96,8/8/1978 0:00,"BULACAO, TALISAY CITY"
380,Trevor,Glover,Male,2.235714,83,8/28/1978 0:00,CEBU CITY
381,Dora,Love,Female,2.358823,103,7/20/1978 0:00,MANDAUE CITY
382,Leon,Marshall,Female,1.6,103,8/5/1978 0:00,TOLEDO CITY
383,Duane,Stanley,Female,1.891666,104,11/3/1977 0:00,NAGA
384,Clayton,Buchanan,Male,2.047058,84,11/22/1978 0:00,TALISAY CITY
385,Jerry,Norton,Male,2.716666,94,1/17/1978 0:00,CONSOLACION
386,Warren,Young,Female,1.642857,116,2/15/1978 0:00,LILOAN
387,Eula,Munoz,Female,1.542857,97,9/3/1978 0:00,SURIGAO CITY
388,Gertrude,Walton,Male,2.121428,92,3/26/1978 0:00,MINGLANILLA
389,Henrietta,Lambert,Female,2.13125,116,8/7/1978 0:00,CEBU CITY
390,Frances,Henry,Male,2.383333,88,3/12/1978 0:00,MINGLANILLA
391,Nancy,Morales,Male,2.317647,92,12/3/1977 0:00,MINGLANILLA
392,Isabelle,Wilson,Female,2.4875,91,4/6/1975 0:00,Esperanza
393,Beatrice,Marshall,Female,2.188235,102,11/5/1975 0:00,CEBU CITY
394,Jerry,Glover,Female,1.464285,113,7/18/1976 0:00,MAASIN
395,Edwin,Houston,Female,1.9,92,5/24/1977 0:00,CEBU CITY
396,May,White,Female,1.985714,105,12/7/1977 0:00,ISABEL
397,Maggie,Cannon,Male,2.035,103,3/21/1974 0:00,PINAMUNGAHAN
398,Noah,Ruiz,Female,2.457894,97,11/7/1978 0:00,TOLEDO CITY
399,Corey,Potter,Male,1.928571,108,6/4/1978 0:00,LAPU LAPU CITY
400,Mathilda,Hammond,Male,2.282352,100,10/19/1979 0:00,BARILI
401,Bertie,Rios,Female,2.475,94,2/17/1978 0:00,CEBU CITY
402,Brandon,Porter,Male,2.547058,92,1/25/1978 0:00,MANDAUE CITY
403,Vernon,Atkins,Female,1.817647,100,11/24/1977 0:00,TALIBON
404,Isabelle,Hubbard,Female,2.688888,84,12/1/1978 0:00,CEBU CITY
405,Isabel,Mills,Male,2.135294,96,7/21/1978 0:00,BALAMBAN
406,Julia,Fleming,Male,2.228571,99,2/21/1978 0:00,MANDAUE CITY
407,Benjamin,Robertson,Female,1.914285,105,4/6/1977 0:00,CEBU CITY
408,Francis,Reeves,Male,1.74,99,6/9/1978 0:00,TALISAY CITY
409,Rosalie,Rhodes,Male,2.011764,95,11/8/1963 0:00,CEBU CITY
410,David,Fowler,Male,1.58,108,2/7/1974 0:00,TALISAY CITY
411,Ricardo,Jones,Male,2.326315,89,3/8/1978 0:00,TALISAY
412,Ian,Poole,Female,2.094117,102,12/1/1977 0:00,CEBU CITY
413,Daniel,McKinney,Female,2.088235,100,11/25/1977 0:00,CEBU CITY
414,Steve,Day,Male,2.36,79,9/17/1979 0:00,BUTUAN CITY
415,Logan,Bailey,Female,1.627272,100,12/8/1976 0:00,MANDAUE CITY
416,Christine,Barrett,Female,1.929411,93,12/20/1977 0:00,CEBU CITY
417,Seth,Atkins,Female,2.023529,114,7/26/1979 0:00,CEBU CITY
418,Abbie,Swanson,Male,2.117647,105,10/1/1978 0:00,"MINGLANILLA,"
419,Floyd,Hodges,Female,1.958823,89,6/15/1979 0:00,CEBU CITY
420,Duane,Hodges,Female,2.147058,89,1/19/1979 0:00,PALOMPON
421,Olga,Gibbs,Male,2.563157,88,7/17/1979 0:00,CEBU CITY
422,Hannah,Christensen,Male,1.714285,101,3/21/1979 0:00,TALISAY CITY
423,Emma,Beck,Female,2.352941,90,7/13/1978 0:00,CEBU CITY
424,Nicholas,Norman,Male,2.25625,101,2/4/1979 0:00,MANDAUE CITY
425,Alejandro,Newton,Female,2.205882,98,9/21/1978 0:00,MINGLANILLA
426,Wayne,Fowler,Female,1.842307,95,11/1/1979 0:00,MANDAUE CITY
427,Stephen,McCarthy,Female,1.794117,102,5/13/1979 0:00,CEBU CITY
428,Nancy,Clark,Female,2.611764,89,9/16/1979 0:00,CEBU CITY
429,Mathilda,Zimmerman,Male,1.995652,96,2/20/1979 0:00,Oslob
430,David,Butler,Male,2.307692,82,5/21/1980 0:00,CEBU CITY
431,Bradley,Cortez,Female,1.526086,102,6/16/1979 0:00,CEBU CITY
432,Charlie,Baker,Female,1.869565,94,5/18/1975 0:00,CONSOLACION
433,Minerva,Watts,Female,2.408333,91,7/6/1979 0:00,CEBU CITY
434,Kate,Harmon,Female,2.43913,92,12/17/1978 0:00,Mandaue City
435,Steve,Figueroa,Female,1.757142,114,3/27/1979 0:00,LAPU-LAPU CITY
436,Elijah,Casey,Male,2.191304,97,12/5/1978 0:00,DAANBANTAYAN
437,Gary,Flowers,Male,1.327272,115,2/15/1979 0:00,GUINDULMAN
438,Rhoda,Wheeler,Female,1.870588,86,10/12/1977 0:00,SAN JOSE
439,Wesley,Alvarez,Female,2.435294,103,12/12/1978 0:00,TOLEDO CITY
440,Noah,Haynes,Female,1.545454,116,11/13/1979 0:00,COMPOSTELA
441,Katherine,Frazier,Male,2.291304,91,7/28/1979 0:00,LAPU-LAPU CITY
442,Dominic,Gray,Female,2.052173,89,7/2/1979 0:00,CEBU CITY
443,Johanna,Clarke,Female,2.234782,89,2/1/1979 0:00,BARILI
444,Caleb,Marsh,Female,1.73913,105,3/12/1979 0:00,TOLEDO CITY
445,Dylan,Nash,Male,1.982608,105,11/15/1978 0:00,PINAMUNGAJAN
446,Mark,West,Female,1.671428,98,10/24/1972 0:00,CEBU CITY
447,Joel,Kim,Female,2.691304,104,11/16/1978 0:00,CEBU CITY
448,Mamie,Alexander,Male,1.521428,104,3/27/1979 0:00,SAN FRANCISCO
449,Annie,Brady,Female,2.065,87,11/27/1976 0:00,DIMASALANG
450,Nathaniel,Gregory,Female,2.508333,102,3/16/1978 0:00,MANDAUE CITY
451,Roxie,Gordon,Male,2.514285,114,8/27/1969 0:00,DALAGUETE
452,Mildred,Fields,Male,1.742857,106,1/21/1979 0:00,PAGADIAN CITY
453,Roy,Norton,Female,2.51,83,9/8/1975 0:00,MANDAUE CITY
454,Alejandro,Fuller,Male,1.656521,107,10/2/1980 0:00,CEBU CITY
455,Nancy,Harris,Male,2.335714,104,3/26/1980 0:00,CEBU CITY
456,Lilly,Crawford,Female,2.258823,104,9/6/1979 0:00,ISABEL
457,Kathryn,Carpenter,Female,1.75,108,4/5/1979 0:00,SURIGAO CITY
458,Claudia,Brown,Female,1.83125,99,3/5/1981 0:00,CEBU CITY
459,Maud,Bryan,Female,1.372727,113,12/16/1979 0:00,CEBU CITY
460,Eleanor,Hawkins,Female,1.73913,104,7/30/1979 0:00,TOLEDO CITY
461,Brett,Little,Female,1.628571,93,10/11/1978 0:00,MANDAUE CITY
462,Corey,Perez,Male,2.391666,95,2/1/1979 0:00,QUEZON
463,Gerald,Harper,Male,2.056521,92,5/28/1979 0:00,CEBU CITY
464,Melvin,McCormick,Male,2.352941,101,6/5/1979 0:00,LAPU-LAPU CITY
465,Gerald,Sutton,Male,1.823529,95,11/9/1979 0:00,MANDAUE CITY
466,Julian,Mendez,Female,2.23913,103,9/25/1976 0:00,TALISAY CITY
467,Lina,Farmer,Male,1.878571,109,11/20/1979 0:00,CEBU CITY
468,Rena,Huff,Male,1.821428,105,12/23/1979 0:00,LAPU-LAPU CITY
469,Alvin,Morris,Female,2.1625,96,7/3/1978 0:00,CEBU CITY
470,Ella,Duncan,Male,2.136363,101,9/6/1979 0:00,MAASIN CITY
471,Caleb,Washington,Male,1.66875,104,9/27/1979 0:00,CEBU CITY
472,Micheal,Phelps,Male,2.543478,99,4/10/1970 0:00,TOLEDO CITY
473,Lula,Reynolds,Female,1.94375,98,11/20/1978 0:00,ISABEL
474,Eula,Pierce,Male,2.23913,100,10/9/1972 0:00,Getafe
475,Lura,Robertson,Male,2.608333,89,11/30/1971 0:00,CEBU CITY
476,Miguel,McGee,Female,2.491304,83,12/15/1974 0:00,LILOAN
477,Virginia,Craig,Male,1.741666,107,7/1/1979 0:00,CONSOLACION
478,Lela,Harris,Male,2.247826,102,6/15/1976 0:00,CEBU CITY
479,Eugenia,Berry,Male,2.352941,99,2/29/1976 0:00,MANDAUE CITY
480,Rebecca,Curtis,Male,2.221739,86,11/10/1978 0:00,PILAR
481,Anne,Freeman,Male,2.057894,102,5/18/1978 0:00,TOLEDO CITY
482,Adelaide,Gonzales,Female,2.472727,90,11/29/1979 0:00,CEBU CITY
483,Eugene,Jenkins,Male,2.45625,94,5/8/1980 0:00,CEBU CITY
484,Corey,Logan,Female,2.23,97,11/8/1980 0:00,CEBU CITY
485,Marion,Nichols,Male,2.092857,84,3/1/1980 0:00,TALISAY CITY
486,Sophia,Ford,Female,1.642857,93,6/16/1979 0:00,MANDAUE CITY
487,Dennis,Frazier,Male,2.230434,104,10/29/1978 0:00,Consolacion
488,Gussie,Campbell,Female,2.391304,94,1/13/1980 0:00,CEBU CITY
489,Tyler,Richards,Male,1.947826,106,5/5/1980 0:00,CITY OF NAGA
490,Zachary,Campbell,Female,1.960869,116,4/28/1980 0:00,MANDAUE CITY
491,Jeremiah,Pittman,Female,2.28,84,7/11/1980 0:00,STA. FE
492,Clara,Larson,Female,2.088235,92,2/10/1980 0:00,LAPU-LAPU CITY
493,Callie,Park,Female,1.941666,103,12/31/1980 0:00,CEBU CITY
494,Olive,Walsh,Female,2.008695,90,10/23/1980 0:00,CONSOLACION
495,Lillian,Becker,Male,1.721428,107,11/19/1980 0:00,LAPU-LAPU CITY
496,Jimmy,Taylor,Male,2.788235,91,4/16/1980 0:00,TALISAY CITY
497,Gabriel,Dean,Female,2.185,91,6/26/1980 0:00,LAPU-LAPU CITY
498,Maggie,Jensen,Female,1.88,96,3/17/1980 0:00,GINATILAN
499,Nellie,Holland,Female,1.941176,105,1/30/1980 0:00,COMPOSTELA
500,Eliza,Young,Male,2.192857,82,11/19/1980 0:00,CEBU CITY
501,Grace,Klein,Female,2.425,118,5/23/1981 0:00,LAPU-LAPU CITY
502,Joshua,Fitzgerald,Female,2.1125,115,10/8/1980 0:00,Cebu City
503,Jeffery,Webb,Female,1.65,102,11/25/1980 0:00,CEBU CITY
504,Christina,Lewis,Male,2.191666,96,7/16/1980 0:00,TALISAY CITY
505,Luella,Johnston,Female,2.295454,91,10/21/1980 0:00,CEBU CITY
506,Brent,Roy,Male,2.435,94,8/22/1980 0:00,CEBU CITY
507,Beulah,Wade,Female,2.25,94,11/8/1980 0:00,CEBU CITY
508,Leon,Caldwell,Female,2.41,91,11/4/1980 0:00,ALCANTARA
509,Bernard,Gibbs,Female,2.170588,94,5/3/1979 0:00,TALISAY CITY
510,Katie,Medina,Female,1.96875,114,7/4/1980 0:00,LAPU-LAPU CITY
511,Della,Goodwin,Male,2.358823,98,5/19/1980 0:00,CEBU CITY
512,Alex,Morrison,Male,1.671428,104,8/23/1980 0:00,CEBU CITY
513,Jesse,Sanchez,Male,2.39,95,1/9/1981 0:00,TALISAY CITY
514,Phoebe,Hall,Female,2.475,92,5/12/1978 0:00,DALAGUETE
515,Leona,Goodwin,Male,2.52,91,7/24/1980 0:00,"ASTURIAS,"
516,Charles,Coleman,Male,2.182352,91,1/10/1981 0:00,CAMOTES
517,Victor,Crawford,Male,2.425,91,11/3/1980 0:00,MANDAUE CITY
518,Cecelia,Munoz,Female,2.372727,89,12/22/1979 0:00,TALIBON
519,Harvey,Edwards,Female,2.517647,83,12/18/1979 0:00,ALEGRIA
520,Ralph,Thornton,Female,2.20909,98,2/1/1980 0:00,CEBU CITY
521,Bernice,Cunningham,Female,1.604545,100,7/1/1980 0:00,SANTA FE
522,Luis,Kelley,Male,2.645,87,2/6/1981 0:00,CEBU CITY
523,Johanna,Flowers,Male,2.67,91,10/9/1980 0:00,"IBABAO, BASAK, CEBU CITY"
524,Gary,Ross,Male,2.257142,105,12/4/1980 0:00,CEBU CITY
525,Hettie,Newman,Male,2.635,89,9/13/1979 0:00,"SIPALAY,"
526,Francis,Powell,Female,2.164285,100,11/27/1980 0:00,"CEBU CITY,"
527,Phillip,Sullivan,Female,1.835714,101,12/6/1965 0:00,CEBU CITY
528,Hannah,Ortiz,Male,1.764285,111,6/18/1980 0:00,MANDAUE CITY
529,Celia,Bowman,Female,1.79,106,7/10/1980 0:00,CEBU CITY
530,Philip,Jones,Male,1.58125,103,6/2/1980 0:00,CLARIN
531,Floyd,Simmons,Male,2.196153,96,2/18/1980 0:00,MANDAUE CITY
532,Josie,Davidson,Male,1.541666,112,8/6/1975 0:00,TALIBON
533,Cornelia,Ball,Female,2.217647,91,6/17/1978 0:00,CEBU CITY
534,Louis,McCoy,Male,2.575,99,1/23/1980 0:00,TALISAY CITY
535,Lelia,Coleman,Male,2.078571,95,1/1/1976 0:00,"NAGA,"
536,Alfred,Kelley,Male,2.4,87,3/13/1982 0:00,"PIO V. CORPUS,"
537,Garrett,Keller,Male,2.207142,107,12/19/1980 0:00,CAMOTES
538,Kathryn,Allen,Female,2.227272,90,5/1/1999 0:00,"CEBU CITY,"
539,Albert,Gilbert,Female,1.375,110,4/16/1980 0:00,CEBU CITY
540,Max,Schneider,Female,2.047058,104,10/6/1980 0:00,TALISAY CITY
541,Edgar,Reid,Female,1.8,95,2/20/1980 0:00,CEBU CITY
542,Lottie,Phelps,Female,1.781818,105,12/8/1980 0:00,LAPU-LAPU CITY
543,Amanda,Black,Male,2.196153,92,2/8/1980 0:00,MINGLANILLA
544,Hulda,Fernandez,Male,2.38,92,10/20/1980 0:00,MAINIT
545,Cole,Walters,Male,1.923529,106,1/13/1981 0:00,MANDAUE CITY
546,Noah,Higgins,Female,2.23,91,2/24/1980 0:00,TALISAY
547,Roy,Craig,Male,1.866666,118,5/28/1980 0:00,CEBU CITY
548,Inez,West,Female,2.136363,104,6/19/1980 0:00,CEBU CITY
549,Caroline,Salazar,Male,2.15,102,5/24/1980 0:00,MANDAUE CITY
550,Steven,Herrera,Female,2.064705,103,12/3/1980 0:00,CEBU CITY
551,Jeanette,Carroll,Female,1.655,117,9/4/1980 0:00,CEBU CITY
552,Trevor,Morrison,Female,2.358823,88,3/10/1980 0:00,CARCAR CITY
553,Sadie,Carson,Female,2.005882,97,3/28/1980 0:00,MEDELLIN
554,Trevor,Delgado,Female,2.321052,92,7/27/1981 0:00,MADREDIJOS
555,Dora,Rhodes,Female,1.868421,109,12/15/1980 0:00,"MANDAUE CITY,"
556,Jeremy,Fitzgerald,Female,2.214285,105,2/21/1980 0:00,CEBU CITY
557,Rose,Townsend,Female,2.157142,103,11/16/1978 0:00,CEBU CITY
558,Robert,Diaz,Male,2.147368,105,4/14/1980 0:00,LABANGAN
559,Billy,Valdez,Male,2.295,92,4/9/1974 0:00,MANDAUE CITY
560,Christine,Hart,Female,2.063636,96,3/4/1980 0:00,CEBU CITY
561,Manuel,Frazier,Female,2.272727,96,4/21/1971 0:00,MARGOSATUBIG
562,Nell,Jenkins,Female,2.373684,87,11/14/1980 0:00,CORDOVA
563,Sue,Hill,Female,2.563636,78,10/2/1980 0:00,BALAMBAN
564,Jason,Walker,Male,2.591666,102,9/1/1980 0:00,LILOAN
565,Jared,Rios,Female,2.5,87,9/16/1979 0:00,CEBU CITY
566,Lou,Lopez,Male,1.963636,105,12/30/1980 0:00,DUMANJUG
567,Ellen,Jensen,Male,2.38,102,9/13/1975 0:00,MANOLO FORTICH
568,Sophie,Spencer,Female,1.736363,107,3/13/1981 0:00,MANDAUE CITY
569,Craig,Phelps,Female,1.678571,112,5/19/1980 0:00,MINGLANILLA
570,Minnie,Townsend,Female,2.447368,80,1/3/1981 0:00,MAINIT
571,Leila,Gutierrez,Female,1.905,94,1/2/1981 0:00,MANDAUE CITY
572,Katharine,Steele,Male,2.105263,104,10/30/1981 0:00,KANANGA
573,Lillian,Daniels,Male,2.223529,95,4/7/1981 0:00,CEBU CITY
574,Eric,Jensen,Female,2.104545,89,5/7/1981 0:00,CEBU CITY
575,Clifford,Cook,Female,2.676923,108,8/5/1981 0:00,BUTUAN CITY
576,Frances,Williams,Female,2.6875,98,11/19/1981 0:00,NAGA
577,Austin,Lee,Male,2.178571,104,9/16/1981 0:00,LAPU-LAPU CITY
578,Verna,Jacobs,Female,2.43125,92,3/12/1981 0:00,CEBU CITY
579,Louis,Garcia,Female,1.935294,91,9/20/1981 0:00,DANAO CITY
580,Nelle,Woods,Female,1.872727,102,1/5/1980 0:00,MINGLANILLA
581,Ruth,Byrd,Male,2.9,107,2/26/1981 0:00,CEBU CITY
582,Nellie,Paul,Male,2.0125,102,12/5/1981 0:00,CEBU CITY
583,Larry,Bridges,Female,2.45909,89,11/15/1981 0:00,CAMOTES
584,Andre,Tate,Female,1.9875,104,8/2/1981 0:00,LAPU-LAPU CITY
585,Peter,Hawkins,Male,2.47,89,7/14/1981 0:00,LAPU-LAPU CITY
586,Thomas,Harrington,Female,2.105,104,5/17/1982 0:00,TALISAY CITY
587,Wesley,Lowe,Male,1.7375,102,7/13/1981 0:00,LAPU-LAPU CITY
588,Jesus,Sandoval,Female,2.571428,85,7/28/1980 0:00,CEBU CITY
589,Josephine,Adams,Female,2.52,90,6/8/1981 0:00,LAPU-LAPU CITY
590,Luis,Fox,Female,2,108,4/3/1981 0:00,CEBU CITY
591,Lenora,Love,Female,2.553846,106,9/5/1980 0:00,MINGLANILLA
592,Bryan,Gordon,Male,2.271428,92,2/3/1982 0:00,CATMON
593,Adelaide,Armstrong,Female,2.230769,106,11/2/1979 0:00,MANDAUE CITY
594,Betty,Copeland,Female,2.54,87,12/16/1980 0:00,SAN REMEGIO
595,Mitchell,Cooper,Male,1.99,97,12/20/1980 0:00,ARGAO
596,Emilie,Adams,Female,1.95625,112,7/15/1982 0:00,LAPU-LAPU CITY
597,Adeline,Boyd,Male,1.675,113,7/6/1981 0:00,MINGLANILLA
598,Jorge,Wilson,Male,2.4,117,7/12/1982 0:00,SAN FRANCISCO
599,Alberta,Vasquez,Female,2.41,101,4/29/1981 0:00,DANAO CITY
600,Darrell,Dean,Male,2.307142,90,3/24/1981 0:00,CEBU CITY
601,Vera,McGuire,Female,2.0875,116,1/8/1982 0:00,CEBU CITY
602,Cynthia,Reyes,Female,2.330434,89,6/4/1982 0:00,TALISAY CITY
603,Chad,Reese,Female,2.442105,94,8/10/1981 0:00,CEBU CITY
604,Leo,Morrison,Male,2.155,108,8/17/1980 0:00,TALISAY CITY
605,Isaac,Parker,Female,1.635,109,4/15/1982 0:00,CEBU CITY
606,Owen,Rice,Male,2.675,101,4/7/1981 0:00,"LAPU-LAPU CITY,"
607,Ann,Sharp,Female,2.48,82,8/6/1981 0:00,MERIDA
608,Cameron,Hamilton,Female,2.114285,102,7/30/1980 0:00,CEBU CITY
609,Mabel,Lowe,Female,2.44,90,4/16/1982 0:00,CEBU CITY
610,Lee,Perry,Male,2.133333,92,12/11/1980 0:00,CEBU CITY
611,Effie,Olson,Female,2.552941,87,6/11/1978 0:00,CEBU CITY
612,Anne,Davis,Male,1.9625,98,3/29/1981 0:00,CALBAYOG CITY
613,Herbert,Rodriguez,Male,2.094736,98,2/5/1979 0:00,ORMOC CITY
614,Isabel,Thomas,Male,2.38,89,8/13/1981 0:00,"BALAMBAN,"
615,Della,Johnson,Male,2.317647,92,5/18/1981 0:00,CARCAR
616,Sallie,Carroll,Female,2.188235,92,1/11/1981 0:00,CEBU CITY
617,Cecelia,Wright,Female,1.373333,116,1/26/1980 0:00,MANDAUE CITY
618,Maggie,Bell,Male,2.24375,90,3/1/1982 0:00,CALBAYOG CITY
619,Mitchell,Mendez,Male,2.64,81,4/19/1981 0:00,PLACER
620,Amanda,Schwartz,Female,1.455,108,1/6/1981 0:00,HILONGOS
621,Rena,Wong,Male,2.325,84,6/10/1981 0:00,SIBONGA
622,John,Zimmerman,Female,2.025,99,8/1/1981 0:00,CEBU CITY
623,Allen,Bass,Male,1.8,101,5/22/1982 0:00,CEBU CITY
624,Bryan,Bates,Male,1.892857,104,12/21/1981 0:00,SAN FERNANDO
625,Ralph,Malone,Male,2.7,88,11/1/1981 0:00,LILO-AN
626,Rodney,Stevenson,Female,2.025,102,8/15/1981 0:00,TALISAY CITY
627,Martha,Joseph,Male,2.15,97,4/29/1981 0:00,CORDOVA
628,Estelle,Little,Female,1.717647,109,3/22/1981 0:00,CEBU CITY
629,Johnny,Cunningham,Male,2.495,100,9/19/1980 0:00,CEBU CITY
630,Cecilia,Cohen,Female,2.465,91,9/20/1981 0:00,DANAO CITY
631,Myrtle,Harmon,Female,2.2125,106,3/9/1981 0:00,LAPU-LAPU CITY
632,Cody,Young,Male,1.882608,103,12/24/1981 0:00,AURORA
633,Louise,Owen,Male,2.325,94,7/17/1981 0:00,CONSOLACION
634,Mittie,French,Female,1.9875,103,4/29/1981 0:00,"TUBIGON,"
635,Isaiah,Green,Female,2.25625,88,7/17/1981 0:00,CARMEN
636,Mario,Perkins,Female,2.875,82,7/31/1980 0:00,CEBU CITY
637,Max,Carr,Female,1.742857,104,9/30/1981 0:00,DAANBANTAYAN
638,Jordan,Harrington,Male,2.2625,94,10/31/1980 0:00,CEBU CITY
639,Lydia,Moody,Male,1.7875,94,5/28/1980 0:00,CEBU CITY
640,Jordan,Ward,Female,2.5,105,7/14/1981 0:00,CEBU CITY
641,Luella,Castillo,Male,1.72,106,7/3/1980 0:00,SIQUIJOR
642,Derrick,Lee,Female,1.857142,94,9/15/1980 0:00,CEBU CITY
643,Harold,Sanchez,Female,2.475,82,1/22/1969 0:00,MINGLANILLA
644,Tyler,Obrien,Female,2.13,92,12/16/1974 0:00,MINGLANILLA
645,Travis,Palmer,Male,2.3875,96,12/22/1980 0:00,CEBU CITY
646,Edwin,Kennedy,Female,1.963157,100,8/19/1981 0:00,"BISLIG,"
647,Evelyn,Campbell,Male,2.25,94,1/4/1981 0:00,TALISAY CITY
648,Millie,Cook,Male,1.8375,105,7/9/1973 0:00,CAGAYAN DE ORO CITY
649,Lois,Hubbard,Female,2.46875,96,10/26/1980 0:00,CEBU CITY
650,Tillie,Holloway,Male,1.857142,97,10/30/1981 0:00,LILOAN
651,Leroy,Flowers,Male,2.345,79,1/21/1981 0:00,TALISAY CITY
652,Essie,Adams,Female,2.36,92,12/17/1981 0:00,CEBU CITY
653,Marian,Morris,Female,1.45625,120,10/1/1981 0:00,"CEBU CITY,"
654,Luella,Harvey,Female,2.494736,94,12/12/1981 0:00,TALISAY CITY
655,Lulu,Carson,Male,2.194117,97,6/29/1981 0:00,LAPU-LAPU CITY
656,Wesley,Chambers,Male,2.4875,99,7/31/1981 0:00,"CEBU CITY,"
657,Verna,Ortega,Male,2.195,91,5/19/1981 0:00,"CEBU CITY,"
658,Caleb,Frank,Male,1.775,94,9/10/1981 0:00,Cebu City
659,Theodore,Flowers,Female,2.776923,92,5/24/1981 0:00,SAINT BERNARD
660,Hannah,McKenzie,Male,2.363636,88,2/21/1981 0:00,MANDAUE CITY
661,Clayton,Soto,Male,2.015789,105,4/13/1981 0:00,CEBU CITY
662,Bobby,Lucas,Male,2.438461,80,5/13/1981 0:00,SURIGAO CITY
663,Janie,Fernandez,Female,2.478947,87,5/25/1982 0:00,MANDAUE CITY
664,Alice,Lynch,Female,1.757894,110,8/28/1981 0:00,CEBU CITY
665,May,Ward,Female,1.847368,115,2/16/1981 0:00,MANDAUE CITY
666,Brett,Todd,Female,2.1625,104,4/14/1981 0:00,CEBU CITY
667,Louis,Lane,Male,2.311764,89,5/11/1981 0:00,ANDA
668,Nora,Perez,Female,2,98,5/27/1981 0:00,BALAMBAN
669,Wayne,Abbott,Female,1.688235,104,1/27/1982 0:00,CEBU CITY
670,Phoebe,Collins,Male,2.37,107,7/5/1981 0:00,MANDAUE CITY
671,Lelia,Mitchell,Female,2.305,104,1/28/1981 0:00,MAGALLANES
672,Birdie,Allen,Female,2.2625,97,7/23/1981 0:00,CONSOLACION
673,Jeffrey,Dean,Male,2.531578,86,1/5/1981 0:00,TALISAY CITY
674,Florence,Rhodes,Female,1.446153,106,7/29/1981 0:00,MOLAVE
675,Virgie,Barrett,Male,2.15,83,9/9/1981 0:00,BIEN UNIDO
676,Edward,Harrington,Male,2.275,91,5/29/1981 0:00,CEBU CITY
677,Violet,Daniels,Female,2.13,91,2/20/1981 0:00,MANDAUE CITY
678,Peter,Gilbert,Male,2.285,95,5/10/1981 0:00,LILO-AN
679,Estelle,Warner,Male,2.12,92,2/11/1982 0:00,ALUBIJID
680,Craig,Long,Female,2.07,91,7/8/1981 0:00,CEBU CITY
681,Chase,Cain,Male,2.325,83,7/11/1981 0:00,TOLEDO CITY
682,Lela,Wilkins,Male,2.0125,97,5/18/1979 0:00,"CARCAR,"
683,Eugene,Thornton,Female,2.175,93,7/4/1979 0:00,MINGLANILLA
684,Jackson,Rios,Female,2.129411,97,5/20/1981 0:00,LAPU-LAPU CITY
685,Bradley,McGuire,Female,2.326315,90,10/24/1980 0:00,MASBATE CITY
